qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qseqid_ID,qseqid_genome_length,sseqid_ID,definition,virus,protein_length,genome_ncbi_acc,sseqid_genome_length,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Virus REFSEQ accession,Genome coverage,Genome composition,Host source
AT10B_S2_NODE_1_length_122269_cov_11.242561_187,AXH66809.1,71.8,2115,579,9,1,2111,1,2101,0.0,2553.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH66809.1,tape measure protein,Streptomyces phage StarPlatinum,2102.0,MH576965.1,133886.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus StarPlatinum,E,Streptomyces phage StarPlatinum,,,MH576965,NC_048721,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_187,AXH69924.1,71.7,2120,569,12,1,2111,1,2098,0.0,2537.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH69924.1,tape measure protein,Streptomyces phage Karimac,2099.0,MH590599.1,131909.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Karimac,E,Streptomyces phage Karimac,,,MH590599,NC_048724,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_187,QJD50806.1,71.2,2118,593,7,1,2111,1,2109,0.0,2522.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QJD50806.1,tape measure protein,Streptomyces phage Bmoc,2110.0,MT310865.1,132885.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus bmoc,E,Streptomyces phage Bmoc,,,MT310865,NC_055842,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_187,QGH76368.1,71.2,2116,581,10,5,2111,1,2096,0.0,2516.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QGH76368.1,tape measure protein,Streptomyces phage Daubenski,2097.0,MN444876.1,133090.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus daubenski,E,Streptomyces phage Daubenski,,,MN444876,NC_055822,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_187,ASR75464.1,71.0,2119,590,9,1,2111,1,2103,0.0,2482.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR75464.1,tape measure protein,Streptomyces phage Mildred21,2104.0,MF155946.1,131976.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus mildred21,E,Streptomyces phage Mildred21,,,MF155946,NC_042008,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_187,AXH67255.1,69.3,2096,622,9,25,2111,1,2083,0.0,2418.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH67255.1,tape measure protein,Streptomyces phage Wollford,2084.0,MH576968.1,133007.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Wollford,E,Streptomyces phage Wollford,,,MH576968,NC_048722,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_187,AYB70898.1,68.2,2115,646,11,1,2111,1,2092,0.0,2387.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AYB70898.1,tape measure protein,Streptomyces phage Yaboi,2093.0,MH727564.1,131250.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Yaboi,E,Streptomyces phage Yaboi,,,MH727564,NC_048730,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_187,AXQ63312.1,46.4,2165,1047,33,1,2111,1,2105,0.0,1346.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXQ63312.1,tape measure protein,Streptomyces phage Comrade,2107.0,MH651172.1,129015.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Gilsonvirus,,Gilsonvirus comrade,E,Streptomyces phage Comrade,,,MH651172,NC_048728,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_187,AZU97118.1,42.5,2177,1107,36,1,2111,1,2099,0.0,1192.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AZU97118.1,tape measure protein,Streptomyces phage Gilson,2100.0,MK061412.1,128338.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Gilsonvirus,,Gilsonvirus gilson,E,Streptomyces phage Gilson,,,MK061412,NC_048742,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_187,AXG66157.1,43.3,2141,1089,32,28,2111,2,2074,0.0,1182.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXG66157.1,tape measure protein,Streptomyces phage Annadreamy,2076.0,MH536811.1,125726.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Annadreamyvirus,,Annadreamyvirus annadreamy,E,Streptomyces phage Annadreamy,,,MH536811,NC_048719,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_187,AXH49182.1,42.5,2148,1096,37,28,2111,2,2073,0.0,1129.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH49182.1,tape measure protein,Streptomyces phage Blueeyedbeauty,2075.0,MH536814.1,130473.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Annadreamyvirus,,Annadreamyvirus blueeyedbeauty,E,Streptomyces phage Blueeyedbeauty,,,MH536814,NC_048720,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_187,AVD99236.1,40.7,2173,1154,37,1,2111,1,2100,0.0,1020.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AVD99236.1,tape measure protein,Streptomyces phage BillNye,2102.0,MG757153.1,127084.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Wilnyevirus,,Wilnyevirus billnye,E,Streptomyces phage BillNye,,,MG757153,NC_042105,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_187,ASZ74895.1,36.7,640,323,14,1512,2082,1716,2342,6.26e-93,340.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASZ74895.1,tape measure protein,Rhodococcus phage Trina,2380.0,MF668286.1,139262.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Trinavirus,,Trinavirus trina,E,Rhodococcus phage Trina,,,MF668286,NC_042040,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_187,AMS03419.1,25.7,486,315,12,93,544,3,476,6.72e-25,117.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AMS03419.1,tape measure protein,Gordonia phage Katyusha,3027.0,KU963258.1,75380.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Demosthenesvirus,,Demosthenesvirus katyusha,E,Gordonia phage Katyusha,,,KU963258,NC_041950,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_187,ANA85996.1,25.6,485,317,12,93,544,3,476,8.509999999999999e-23,110.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ANA85996.1,tape measure protein,Gordonia phage Demosthenes,3028.0,KU998242.1,74073.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Demosthenesvirus,,Demosthenesvirus demosthenes,E,Gordonia phage Demosthenes,,,KU998242,NC_030944,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_187,AOE44532.1,25.6,446,283,12,148,563,239,665,4.49e-17,91.7,AT10B_S2_NODE_1_length_122269_cov_11,103329,AOE44532.1,tape measure protein,Gordonia phage Jumbo,3069.0,KX557281.1,78302.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Gorjumvirus,,Gorjumvirus jumbo,E,Gordonia phage Jumbo,,,KX557281,NC_031109,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_188,AIW02563.1,88.7,133,15,0,1,133,1,133,3.88e-86,249.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AIW02563.1,hypothetical protein PBI_JAY2JAY_65,Streptomyces phage Jay2Jay,133.0,KM652554.1,133531.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus jay2jay,E,Streptomyces phage Jay2jay,,,KM652554,NC_029098,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_188,AST15291.1,87.2,133,17,0,1,133,1,133,3.88e-86,249.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AST15291.1,hypothetical protein SEA_SAMISTI12_60,Streptomyces phage Samisti12,133.0,MF347639.1,133710.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus samisti12,E,Streptomyces phage Samisti12,,,MF347639,NC_042012,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_188,QDH93928.1,88.7,133,15,0,1,133,1,133,3.88e-86,249.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDH93928.1,hypothetical protein SEA_EVY_61,Streptomyces phage Evy,133.0,MK977711.1,132977.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus evy,E,Streptomyces phage Evy,,,MK977711,NC_055809,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_188,QDK02916.1,88.7,133,15,0,1,133,1,133,5.5100000000000005e-86,249.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDK02916.1,hypothetical protein SEA_BRAELYN_59,Streptomyces phage Braelyn,133.0,MN096371.1,131234.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus braelyn,E,Streptomyces phage Braelyn,,,MN096371,NC_055813,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_188,ASR75465.1,86.5,133,18,0,1,133,1,133,1.1100000000000001e-85,248.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR75465.1,hypothetical protein SEA_MILDRED21_58,Streptomyces phage Mildred21,133.0,MF155946.1,131976.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus mildred21,E,Streptomyces phage Mildred21,,,MF155946,NC_042008,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_188,ASR77325.1,88.0,133,16,0,1,133,1,133,1.58e-85,248.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77325.1,hypothetical protein SEA_NOOTNOOT_56,Streptomyces phage NootNoot,133.0,MF347636.1,131086.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus nootnoot,E,Streptomyces phage NootNoot,,,MF347636,NC_042009,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_188,ASR77546.1,88.0,133,16,0,1,133,1,133,1.58e-85,248.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77546.1,hypothetical protein SEA_PARADIDDLES_56,Streptomyces phage Paradiddles,133.0,MF347637.1,133486.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus paradiddles,E,Streptomyces phage Paradiddles,,,MF347637,NC_042010,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_188,ASR77765.1,86.5,133,18,0,1,133,1,133,1.58e-85,248.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77765.1,hypothetical protein SEA_PEEBS_59,Streptomyces phage Peebs,133.0,MF347638.1,133047.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus peebs,E,Streptomyces phage Peebs,,,MF347638,NC_042011,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_188,QBP30857.1,85.7,133,19,0,1,133,1,133,3.1900000000000003e-85,247.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QBP30857.1,hypothetical protein SEA_EGOLE_61,Streptomyces phage EGole,133.0,MK494112.1,135653.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus egole,E,Streptomyces phage Egole,,,MK494112,NC_055791,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_188,QJD50807.1,85.7,133,19,0,1,133,1,133,4.5300000000000004e-85,246.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QJD50807.1,hypothetical protein SEA_BMOC_58,Streptomyces phage Bmoc,133.0,MT310865.1,132885.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus bmoc,E,Streptomyces phage Bmoc,,,MT310865,NC_055842,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_188,QGH76369.1,85.0,133,20,0,1,133,1,133,1.07e-83,243.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QGH76369.1,hypothetical protein SEA_DAUBENSKI_61,Streptomyces phage Daubenski,133.0,MN444876.1,133090.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus daubenski,E,Streptomyces phage Daubenski,,,MN444876,NC_055822,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_188,AXH67256.1,77.9,131,29,0,3,133,1,131,9.91e-75,220.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH67256.1,hypothetical protein SEA_WOFFORD_61,Streptomyces phage Wollford,131.0,MH576968.1,133007.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Wollford,E,Streptomyces phage Wollford,,,MH576968,NC_048722,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_188,AXH69925.1,76.3,131,31,0,3,133,1,131,3.3100000000000006e-73,216.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH69925.1,hypothetical protein SEA_KARIMAC_61,Streptomyces phage Karimac,131.0,MH590599.1,131909.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Karimac,E,Streptomyces phage Karimac,,,MH590599,NC_048724,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_188,AYB70899.1,73.3,131,35,0,3,133,1,131,3.8700000000000004e-72,214.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AYB70899.1,hypothetical protein SEA_YABOI_62,Streptomyces phage Yaboi,131.0,MH727564.1,131250.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Yaboi,E,Streptomyces phage Yaboi,,,MH727564,NC_048730,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_188,AXH69587.1,73.3,131,35,0,3,133,1,131,1.11e-71,213.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH69587.1,hypothetical protein SEA_LUKECAGE_61,Streptomyces phage LukeCage,131.0,MH590597.1,133195.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus LukeCage,E,Streptomyces phage LukeCage,,,MH590597,NC_048723,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_188,AXH66810.1,72.5,131,36,0,3,133,1,131,2.24e-71,212.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH66810.1,hypothetical protein SEA_STARPLATINUM_62,Streptomyces phage StarPlatinum,131.0,MH576965.1,133886.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus StarPlatinum,E,Streptomyces phage StarPlatinum,,,MH576965,NC_048721,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_188,AVD99237.1,63.2,133,49,0,1,133,1,133,1.64e-62,189.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AVD99237.1,minor tail protein,Streptomyces phage BillNye,133.0,MG757153.1,127084.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Wilnyevirus,,Wilnyevirus billnye,E,Streptomyces phage BillNye,,,MG757153,NC_042105,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_188,AZU97119.1,61.7,133,51,0,1,133,1,133,4.99e-57,176.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AZU97119.1,minor tail protein,Streptomyces phage Gilson,133.0,MK061412.1,128338.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Gilsonvirus,,Gilsonvirus gilson,E,Streptomyces phage Gilson,,,MK061412,NC_048742,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_188,AXQ63313.1,59.4,133,54,0,1,133,1,133,7.08e-57,175.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXQ63313.1,minor tail protein,Streptomyces phage Comrade,133.0,MH651172.1,129015.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Gilsonvirus,,Gilsonvirus comrade,E,Streptomyces phage Comrade,,,MH651172,NC_048728,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_188,AXH49183.1,58.3,132,55,0,1,132,1,132,2.36e-55,171.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH49183.1,minor tail protein,Streptomyces phage Blueeyedbeauty,133.0,MH536814.1,130473.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Annadreamyvirus,,Annadreamyvirus blueeyedbeauty,E,Streptomyces phage Blueeyedbeauty,,,MH536814,NC_048720,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_188,AXG66158.1,61.1,126,49,0,7,132,2,127,4.06e-55,171.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXG66158.1,minor tail protein,Streptomyces phage Annadreamy,128.0,MH536811.1,125726.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Annadreamyvirus,,Annadreamyvirus annadreamy,E,Streptomyces phage Annadreamy,,,MH536811,NC_048719,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_188,ASZ74896.1,41.2,136,77,1,1,133,2,137,3.52e-34,118.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASZ74896.1,hypothetical protein SEA_TRINA_82,Rhodococcus phage Trina,137.0,MF668286.1,139262.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Trinavirus,,Trinavirus trina,E,Rhodococcus phage Trina,,,MF668286,NC_042040,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_189,ASR75466.1,80.2,1064,208,2,1,1061,1,1064,0.0,1768.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR75466.1,minor tail protein,Streptomyces phage Mildred21,1065.0,MF155946.1,131976.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus mildred21,E,Streptomyces phage Mildred21,,,MF155946,NC_042008,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_189,QJD50808.1,79.1,1065,220,2,1,1062,1,1065,0.0,1751.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QJD50808.1,minor tail protein,Streptomyces phage Bmoc,1065.0,MT310865.1,132885.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus bmoc,E,Streptomyces phage Bmoc,,,MT310865,NC_055842,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_189,QBP30858.1,78.7,1063,224,2,1,1061,1,1063,0.0,1744.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QBP30858.1,minor tail protein,Streptomyces phage EGole,1064.0,MK494112.1,135653.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus egole,E,Streptomyces phage Egole,,,MK494112,NC_055791,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_189,ASR77766.1,78.6,1063,225,2,1,1061,1,1063,0.0,1741.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77766.1,minor tail protein,Streptomyces phage Peebs,1064.0,MF347638.1,133047.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus peebs,E,Streptomyces phage Peebs,,,MF347638,NC_042011,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_189,QDH93929.1,78.4,1064,228,2,1,1062,1,1064,0.0,1741.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDH93929.1,minor tail protein,Streptomyces phage Evy,1064.0,MK977711.1,132977.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus evy,E,Streptomyces phage Evy,,,MK977711,NC_055809,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_189,ASR77490.1,78.7,1064,225,2,1,1062,1,1064,0.0,1740.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77490.1,minor tail protein,Streptomyces phage NootNoot,1064.0,MF347636.1,131086.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus nootnoot,E,Streptomyces phage NootNoot,,,MF347636,NC_042009,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_189,ASR77547.1,78.7,1064,225,2,1,1062,1,1064,0.0,1740.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,ASR77547.1,minor tail protein,Streptomyces phage Paradiddles,1064.0,MF347637.1,133486.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus paradiddles,E,Streptomyces phage Paradiddles,,,MF347637,NC_042010,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_189,AIW02564.1,78.2,1064,230,2,1,1062,1,1064,0.0,1739.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AIW02564.1,minor tail protein,Streptomyces phage Jay2Jay,1064.0,KM652554.1,133531.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus jay2jay,E,Streptomyces phage Jay2jay,,,KM652554,NC_029098,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_189,QGH76370.1,78.2,1062,231,1,1,1061,1,1062,0.0,1739.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QGH76370.1,minor tail protein,Streptomyces phage Daubenski,1063.0,MN444876.1,133090.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus daubenski,E,Streptomyces phage Daubenski,,,MN444876,NC_055822,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_189,QDK02917.1,78.5,1064,227,2,1,1062,1,1064,0.0,1736.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,QDK02917.1,minor tail protein,Streptomyces phage Braelyn,1064.0,MN096371.1,131234.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus braelyn,E,Streptomyces phage Braelyn,,,MN096371,NC_055813,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_189,AST15292.1,78.3,1063,229,2,1,1061,1,1063,0.0,1735.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AST15292.1,minor tail protein,Streptomyces phage Samisti12,1064.0,MF347639.1,133710.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus samisti12,E,Streptomyces phage Samisti12,,,MF347639,NC_042012,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_189,AXH69926.1,73.9,1064,275,3,1,1061,1,1064,0.0,1649.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH69926.1,minor tail protein,Streptomyces phage Karimac,1065.0,MH590599.1,131909.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Karimac,E,Streptomyces phage Karimac,,,MH590599,NC_048724,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_189,AXH69588.1,73.5,1064,279,3,1,1061,1,1064,0.0,1644.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH69588.1,minor tail protein,Streptomyces phage LukeCage,1065.0,MH590597.1,133195.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus LukeCage,E,Streptomyces phage LukeCage,,,MH590597,NC_048723,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_189,AXH66811.1,73.2,1064,282,3,1,1061,1,1064,0.0,1640.0,AT10B_S2_NODE_1_length_122269_cov_11,103329,AXH66811.1,minor tail protein,Streptomyces phage StarPlatinum,1065.0,MH576965.1,133886.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus StarPlatinum,E,Streptomyces phage StarPlatinum,,,MH576965,NC_048721,Complete genome,dsDNA,bacteria
