genome_ID	genome_length	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	Exemplar or additional isolate	Virus name(s)	Virus name abbreviation(s)	Virus isolate designation	Virus GENBANK accession	Virus REFSEQ accession	Genome coverage	Genome composition	Host source	classified
DU4_S6_NODE_29_length_9022_cov_17.264841																										0.0
CL29_S7_NODE_8_length_10993_cov_28.672957																										0.0
JC42_S11_NODE_357_length_6773_cov_3.225209																										0.0
CL51A_S10_NODE_6_length_13119_cov_4.917574																										0.0
CL29_S7_NODE_24_length_6525_cov_49.010546																										0.0
DO5_S11_NODE_333_length_6046_cov_3.596582																										0.0
DO26_S4_NODE_3_length_24473_cov_19.669741																										0.0
JC39_S2_NODE_17_length_6978_cov_10.123895																										0.0
KI67_S6_NODE_9_length_9346_cov_3.227856																										0.0
BL1_S19_NODE_20_length_5862_cov_3.537079																										0.0
CD4_S1_NODE_10_length_8978_cov_5.035502																										0.0
CR10_S3_NODE_19_length_8594_cov_3.734296																										0.0
DU2_S5_NODE_1009_length_5415_cov_4.249344																										0.0
JC20_S1_NODE_5_length_10123_cov_6.509158																										0.0
KK22_S14_NODE_3_length_9290_cov_3.420493																										0.0
BA2_S12_NODE_2_length_7343_cov_3.453895																										0.0
DO26_S4_NODE_453_length_5278_cov_3.308402																										0.0
CG4_S11_NODE_4_length_16837_cov_5.360859																										0.0
AH3_S4_NODE_4_length_10454_cov_4.073528																										0.0
DU4_S6_NODE_15_length_15815_cov_6.319609																										0.0
GR35_S18_NODE_6_length_8986_cov_6.105736																										0.0
JC108_S18_NODE_12_length_6948_cov_3.576772																										0.0
CF3_S12_NODE_4_length_6048_cov_2.716463																										0.0
DO26_S4_NODE_373_length_5793_cov_4.181596																										0.0
HI2_S5_NODE_1_length_45291_cov_22.417924																										0.0
CL29_S7_NODE_11_length_9631_cov_22.161398																										0.0
CL51A_S10_NODE_4_length_18267_cov_57.741946																										0.0
CR19_S18_NODE_37_length_5909_cov_2.996399																										0.0
GL1_S12_NODE_136_length_8830_cov_2.520393																										0.0
JC108_S18_NODE_4_length_10517_cov_15.430172																										0.0
DU3_S16_NODE_3_length_8635_cov_4.866441																										0.0
HS7_S15_NODE_8_length_5961_cov_2.531951																										0.0
DU2_S5_NODE_231_length_10290_cov_31.374816																										0.0
BK3_S2_NODE_3_length_29282_cov_4.349735																										0.0
KK22_S14_NODE_1_length_39520_cov_15.444363																										0.0
CD1_S6_NODE_12_length_5973_cov_3.286465																										0.0
KI67_S6_NODE_11_length_7414_cov_3.758348																										0.0
DU2_S5_NODE_167_length_11646_cov_4.374535																										0.0
DU4_S6_NODE_9_length_26228_cov_9.781385																										0.0
GR35_S18_NODE_3_length_17514_cov_8.654356																										0.0
HS4_S10_NODE_145_length_10837_cov_3.961431																										0.0
CF1_S20_NODE_11_length_6823_cov_7.869552																										0.0
GL1_S12_NODE_140_length_8690_cov_3.642749																										0.0
JC42_S11_NODE_161_length_9441_cov_3.548056																										0.0
DO26_S4_NODE_289_length_6419_cov_2.776254																										0.0
DU2_S5_NODE_5_length_25618_cov_12.574997																										0.0
CL32_S13_NODE_3_length_12696_cov_28.582614																										0.0
DO26_S4_NODE_388_length_5670_cov_3.647774																										0.0
KI67_S6_NODE_7_length_9648_cov_4.189322																										0.0
DO5_S11_NODE_3_length_33136_cov_11.757978																										0.0
HI3_S9_NODE_18_length_5730_cov_7.975765																										0.0
HS4_S10_NODE_587_length_5510_cov_3.467513																										0.0
KI67_S6_NODE_3_length_15437_cov_7.687956																										0.0
DU2_S5_NODE_1061_length_5287_cov_2.988100																										0.0
BG24_S1_NODE_1_length_10670_cov_3.641178																										0.0
LY84_S9_NODE_31_length_6049_cov_3.826189																										0.0
DO20_S19_NODE_2_length_37660_cov_18.251922																										0.0
LY96_S16_NODE_69_length_6433_cov_7.589207																										0.0
HN6_S18_NODE_37_length_5667_cov_4.690698																										0.0
JC108_S18_NODE_3_length_11523_cov_3.809540																										0.0
HS4_S10_NODE_246_length_8789_cov_3.814624																										0.0
LY84_S9_NODE_29_length_6275_cov_3.651339																										0.0
DU2_S5_NODE_224_length_10471_cov_5.749278																										0.0
DO5_S11_NODE_45_length_10629_cov_10.507676																										0.0
GR35_S18_NODE_10_length_7022_cov_5.274730																										0.0
CR22_S18_NODE_43_length_6260_cov_2.472424																										0.0
CG4_S11_NODE_13_length_7015_cov_6.706544																										0.0
CR22_S18_NODE_107_length_5256_cov_16.340606																										0.0
DO5_S11_NODE_332_length_6049_cov_2.995814																										0.0
GL2_S15_NODE_14_length_6093_cov_4.279255																										0.0
CR22_S18_NODE_109_length_5239_cov_2.515110																										0.0
JC33_S16_NODE_5_length_12114_cov_3.853203																										0.0
GR35_S18_NODE_1_length_28645_cov_7.049776																										0.0
DO5_S11_NODE_230_length_6646_cov_2.720201																										0.0
JC135_S2_NODE_181_length_6193_cov_3.630968																										0.0
LY96_S16_NODE_88_length_5927_cov_3.356752																										0.0
DO20_S19_NODE_371_length_6700_cov_5.832251																										0.0
AH4_S17_NODE_20_length_11263_cov_3.927856																										0.0
HS7_S15_NODE_2_length_13588_cov_5.056324																										0.0
DU2_S5_NODE_897_length_5689_cov_7.307199																										0.0
DU4_S6_NODE_24_length_9533_cov_3.486992																										0.0
DU4_S6_NODE_8_length_28063_cov_10.226327																										0.0
JC19_S7_NODE_8_length_5350_cov_8.336810																										0.0
BG19_S6_NODE_2_length_10699_cov_3.160422																										0.0
DU2_S5_NODE_43_length_17994_cov_6.706145																										0.0
JC21_S3_NODE_5_length_8482_cov_5.645092																										0.0
CL29_S7_NODE_1_length_16704_cov_54.340711																										0.0
CG2_S9_NODE_29_length_5283_cov_5.117941																										0.0
HS4_S10_NODE_247_length_8784_cov_3.370851																										0.0
CR10_S3_NODE_45_length_6904_cov_9.764758																										0.0
LY84_S9_NODE_28_length_6331_cov_2.911417																										0.0
CD2_S15_NODE_4_length_12017_cov_2.830653																										0.0
DO5_S11_NODE_52_length_10042_cov_3.546212																										0.0
DU2_S5_NODE_919_length_5618_cov_3.394153																										0.0
JC135_S2_NODE_175_length_6310_cov_3.281566																										0.0
CR19_S18_NODE_59_length_5174_cov_3.534040																										0.0
DO5_S11_NODE_599_length_5130_cov_2.931922																										0.0
CR15_S8_NODE_2_length_16256_cov_11.463131																										0.0
BL1_S19_NODE_7_length_10164_cov_4.827996																										0.0
JC42_S11_NODE_365_length_6720_cov_4.946861																										0.0
JC116_S10_NODE_170_length_6466_cov_4.402880																										0.0
JC135_S2_NODE_274_length_5380_cov_3.222327																										0.0
HS4_S10_NODE_234_length_8959_cov_4.392592																										0.0
DO5_S11_NODE_485_length_5460_cov_2.844139																										0.0
BK3_S2_NODE_1_length_39230_cov_10.919495																										0.0
JC108_S18_NODE_17_length_5795_cov_3.992130																										0.0
BA1_S19_NODE_19_length_5434_cov_3.152511																										0.0
CR19_S18_NODE_16_length_7055_cov_3.549728																										0.0
CD4_S1_NODE_1_length_18580_cov_5.358158																										0.0
BK2_S4_NODE_2_length_19853_cov_4.117061																										0.0
DU2_S5_NODE_771_length_6159_cov_28.338376																										0.0
LY84_S9_NODE_16_length_9437_cov_4.209722																										0.0
JC135_S2_NODE_310_length_5156_cov_3.682024																										0.0
CR15_S8_NODE_24_length_6294_cov_4.091202																										0.0
CG4_S11_NODE_1_length_24833_cov_5.907336																										0.0
CL45B_S18_NODE_5_length_11394_cov_3.714589																										0.0
DO20_S19_NODE_313_length_7283_cov_3.248404																										0.0
JC42_S11_NODE_40_length_15366_cov_3.835045																										0.0
LY96_S16_NODE_9_length_13042_cov_145.894562																										0.0
DU1_S14_NODE_1_length_19495_cov_4.042847																										0.0
DU2_S5_NODE_21_length_20459_cov_10.084437																										0.0
CG2_S9_NODE_12_length_7448_cov_4.541718																										0.0
JC33_S16_NODE_17_length_6425_cov_15.538752																										0.0
JC42_S11_NODE_28_length_16904_cov_6.272003																										0.0
CL29_S7_NODE_19_length_7451_cov_21.730269																										0.0
JC42_S11_NODE_468_length_6041_cov_3.681422																										0.0
CR10_S3_NODE_3_length_33126_cov_156.660716																										0.0
DU2_S5_NODE_32_length_19000_cov_7.634783																										0.0
JC42_S11_NODE_119_length_10747_cov_3.290347																										0.0
AT10B_S2_NODE_8_length_7043_cov_5.088430																										0.0
DO5_S11_NODE_164_length_7407_cov_3.036835																										0.0
KK24_S17_NODE_5_length_8037_cov_5.285050																										0.0
CG4_S11_NODE_16_length_6626_cov_5.583601																										0.0
GL1_S12_NODE_283_length_5686_cov_3.095561																										0.0
GL1_S12_NODE_15_length_22777_cov_5.835198																										0.0
GL1_S12_NODE_221_length_6776_cov_4.931333																										0.0
JC42_S11_NODE_626_length_5244_cov_5.283724																										0.0
CG2_S9_NODE_28_length_5326_cov_4.661650																										0.0
CR19_S18_NODE_5_length_9450_cov_5.296170																										0.0
CR15_S8_NODE_11_length_7979_cov_5.902430																										0.0
DU2_S5_NODE_1020_length_5389_cov_4.298193																										0.0
DU2_S5_NODE_1165_length_5080_cov_9.514491																										0.0
JC19_S7_NODE_11_length_5207_cov_8.441520																										0.0
CD1_S6_NODE_2_length_22589_cov_5.839686																										0.0
DU2_S5_NODE_280_length_9520_cov_5.694800																										0.0
LY84_S9_NODE_27_length_6410_cov_3.219959																										0.0
HS4_S10_NODE_306_length_7875_cov_3.931649																										0.0
LY84_S9_NODE_15_length_9743_cov_6.432444																										0.0
BL4_S19_NODE_1_length_41262_cov_6.219886																										0.0
DO26_S4_NODE_339_length_6053_cov_3.756861																										0.0
GL2_S15_NODE_5_length_8762_cov_5.114335																										0.0
