qseqid_ID,sseqid_ID,conserved_AA_#,qseqid_genome_length,sseqid_genome_length,length,Class,Exemplar or additional isolate,Family,Genome composition,Genome coverage,Genus,Host source,Kingdom,Order,Phylum,Realm,Species,Subclass,Subfamily,Subgenus,Subkingdom,Suborder,Subphylum,Subrealm,Virus GENBANK accession,Virus REFSEQ accession,Virus isolate designation,Virus name abbreviation(s),Virus name(s),bitscore,definition,evalue,gapopen,genome_ncbi_acc,mismatch,pident,protein_length,qend,qseqid,qstart,send,sseqid,sstart,virus
AT10B_S2_NODE_1_length_122269_cov_11,ASR77802.1,147.93599999999998,103329.0,133047.0,201.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,289.0,hypothetical protein SEA_PEEBS_97,8.18e-100,1,MF347638.1,52,73.6,201.0,200,AT10B_S2_NODE_1_length_122269_cov_11.242561_25,1,201,ASR77802.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77801.1,137.95,103329.0,133047.0,178.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,310.0,HNH endonuclease,5.41e-109,1,MF347638.1,35,77.5,173.0,178,AT10B_S2_NODE_1_length_122269_cov_11.242561_23,1,173,ASR77801.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77800.1,547.218,103329.0,133047.0,606.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,1133.0,terminase,0.0,0,MF347638.1,59,90.3,606.0,606,AT10B_S2_NODE_1_length_122269_cov_11.242561_22,1,606,ASR77800.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77799.1,152.93200000000002,103329.0,133047.0,173.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,305.0,hypothetical protein SEA_PEEBS_94,9.54e-107,0,MF347638.1,20,88.4,175.0,173,AT10B_S2_NODE_1_length_122269_cov_11.242561_21,1,173,ASR77799.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77798.1,92.004,103329.0,133047.0,102.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,197.0,hypothetical protein SEA_PEEBS_93,1.3400000000000002e-66,0,MF347638.1,10,90.2,106.0,104,AT10B_S2_NODE_1_length_122269_cov_11.242561_20,3,106,ASR77798.1,5,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77797.1,132.022,103329.0,133047.0,187.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,281.0,thymidylate kinase,1.04e-96,0,MF347638.1,55,70.6,189.0,203,AT10B_S2_NODE_1_length_122269_cov_11.242561_19,17,187,ASR77797.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77796.1,30.015,103329.0,133047.0,45.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,65.1,hypothetical protein SEA_PEEBS_91,1.53e-15,0,MF347638.1,15,66.7,54.0,50,AT10B_S2_NODE_1_length_122269_cov_11.242561_14,6,54,ASR77796.1,10,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77795.1,113.985,103329.0,133047.0,149.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,243.0,DprA-like ssDNA binding protein,6.44e-83,0,MF347638.1,35,76.5,152.0,149,AT10B_S2_NODE_1_length_122269_cov_11.242561_13,1,149,ASR77795.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77794.1,168.02100000000002,103329.0,133047.0,189.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,338.0,RuvC-like resolvase,1.0999999999999999e-119,0,MF347638.1,21,88.9,189.0,189,AT10B_S2_NODE_1_length_122269_cov_11.242561_12,1,189,ASR77794.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77793.1,224.875,103329.0,133047.0,257.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,486.0,Cas4 family exonuclease,1.16e-175,0,MF347638.1,32,87.5,257.0,257,AT10B_S2_NODE_1_length_122269_cov_11.242561_11,1,257,ASR77793.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77792.1,76.985,103329.0,133047.0,89.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,160.0,hypothetical protein SEA_PEEBS_86,6.54e-52,0,MF347638.1,12,86.5,89.0,111,AT10B_S2_NODE_1_length_122269_cov_11.242561_10,23,89,ASR77792.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77790.1,76.024,103329.0,133047.0,104.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,162.0,holliday junction resolvase,2.0399999999999998e-52,0,MF347638.1,28,73.1,106.0,104,AT10B_S2_NODE_1_length_122269_cov_11.242561_8,1,104,ASR77790.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77789.1,46.002,103329.0,133047.0,66.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,102.0,hypothetical protein SEA_PEEBS_83,5.83e-30,0,MF347638.1,20,69.7,66.0,66,AT10B_S2_NODE_1_length_122269_cov_11.242561_7,1,66,ASR77789.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77788.1,273.912,103329.0,133047.0,339.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,541.0,RecA-like DNA recombinase,8.37e-195,1,MF347638.1,60,80.8,334.0,339,AT10B_S2_NODE_1_length_122269_cov_11.242561_6,1,334,ASR77788.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77787.1,96.02499999999999,103329.0,133047.0,115.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,190.0,MazG-like nucleotide pyrophosphohydrolase,3.08e-63,0,MF347638.1,19,83.5,124.0,116,AT10B_S2_NODE_1_length_122269_cov_11.242561_5,2,124,ASR77787.1,10,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77786.1,22.990000000000002,103329.0,133047.0,55.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,53.9,hypothetical protein SEA_PEEBS_80,7.63e-11,0,MF347638.1,32,41.8,59.0,55,AT10B_S2_NODE_1_length_122269_cov_11.242561_4,1,55,ASR77786.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77785.1,962.7199999999999,103329.0,133047.0,1094.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,1961.0,DnaE-like DNA polymerase III alpha,0.0,0,MF347638.1,131,88.0,1094.0,1094,AT10B_S2_NODE_1_length_122269_cov_11.242561_3,1,1094,ASR77785.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77784.1,214.12199999999999,103329.0,133047.0,254.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,419.0,hypothetical protein SEA_PEEBS_78,1.28e-149,2,MF347638.1,36,84.3,254.0,250,AT10B_S2_NODE_1_length_122269_cov_11.242561_2,1,254,ASR77784.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77783.1,291.877,103329.0,133047.0,356.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,193.0,DNA primase,1.02e-61,0,MF347638.1,22,79.4,331.0,107,AT10B_S2_NODE_1_length_122269_cov_11.242561_1,1,331,ASR77783.1,225,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77783.1,291.877,103329.0,133047.0,356.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,441.0,DNA primase,1.87e-156,1,MF347638.1,41,83.1,331.0,271,AT10B_S2_NODE_1_length_122269_cov_11.242561_205,24,249,ASR77783.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77781.1,356.87399999999997,103329.0,133047.0,406.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,749.0,DNA helicase,4.75e-275,0,MF347638.1,49,87.9,406.0,406,AT10B_S2_NODE_1_length_122269_cov_11.242561_204,1,406,ASR77781.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77780.1,75.05199999999999,103329.0,133047.0,116.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,149.0,hypothetical protein SEA_PEEBS_74,6.3e-47,0,MF347638.1,41,64.7,121.0,119,AT10B_S2_NODE_1_length_122269_cov_11.242561_203,4,121,ASR77780.1,6,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77779.1,29.016,103329.0,133047.0,62.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,60.8,hypothetical protein SEA_PEEBS_73,1.52e-13,0,MF347638.1,33,46.8,63.0,62,AT10B_S2_NODE_1_length_122269_cov_11.242561_202,1,62,ASR77779.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77778.1,63.984,103329.0,133047.0,93.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,110.0,hypothetical protein SEA_PEEBS_72,3.83e-32,2,MF347638.1,26,68.8,94.0,93,AT10B_S2_NODE_1_length_122269_cov_11.242561_201,1,90,ASR77778.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77777.1,109.02000000000001,103329.0,133047.0,158.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,231.0,hypothetical protein SEA_PEEBS_71,4.41e-78,1,MF347638.1,38,69.0,176.0,157,AT10B_S2_NODE_1_length_122269_cov_11.242561_200,11,176,ASR77777.1,19,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77774.1,230.92,103329.0,133047.0,251.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,506.0,metallophosphoesterase,4.2800000000000003e-184,0,MF347638.1,20,92.0,251.0,251,AT10B_S2_NODE_1_length_122269_cov_11.242561_198,1,251,ASR77774.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77773.1,75.985,103329.0,133047.0,91.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,176.0,HNH endonuclease,2.72e-58,0,MF347638.1,15,83.5,92.0,91,AT10B_S2_NODE_1_length_122269_cov_11.242561_197,1,91,ASR77773.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77772.1,102.968,103329.0,133047.0,122.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,235.0,hypothetical protein SEA_PEEBS_66,7.54e-81,0,MF347638.1,19,84.4,122.0,122,AT10B_S2_NODE_1_length_122269_cov_11.242561_196,1,122,ASR77772.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77771.1,110.94,103329.0,133047.0,129.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,238.0,hypothetical protein SEA_PEEBS_65,2.23e-81,0,MF347638.1,18,86.0,130.0,145,AT10B_S2_NODE_1_length_122269_cov_11.242561_195,17,129,ASR77771.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77769.1,530.88,103329.0,133047.0,790.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,980.0,minor tail protein,0.0,3,MF347638.1,254,67.2,2000.0,788,AT10B_S2_NODE_1_length_122269_cov_11.242561_192,1,787,ASR77769.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77768.1,218.095,103329.0,133047.0,265.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,427.0,minor tail protein,2.98e-152,1,MF347638.1,46,82.3,265.0,264,AT10B_S2_NODE_1_length_122269_cov_11.242561_191,1,265,ASR77768.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77767.1,91.035,103329.0,133047.0,119.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,181.0,hypothetical protein SEA_PEEBS_61,1.45e-59,0,MF347638.1,28,76.5,120.0,119,AT10B_S2_NODE_1_length_122269_cov_11.242561_190,1,119,ASR77767.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77766.1,835.518,103329.0,133047.0,1063.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,1741.0,minor tail protein,0.0,2,MF347638.1,225,78.6,1064.0,1061,AT10B_S2_NODE_1_length_122269_cov_11.242561_189,1,1063,ASR77766.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77765.1,115.045,103329.0,133047.0,133.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,248.0,hypothetical protein SEA_PEEBS_59,1.58e-85,0,MF347638.1,18,86.5,133.0,133,AT10B_S2_NODE_1_length_122269_cov_11.242561_188,1,133,ASR77765.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77764.1,1573.1429999999998,103329.0,133047.0,2123.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,2617.0,tape measure protein,0.0,10,MF347638.1,521,74.1,2107.0,2111,AT10B_S2_NODE_1_length_122269_cov_11.242561_187,1,2106,ASR77764.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77763.1,60.006,103329.0,133047.0,73.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,119.0,hypothetical protein SEA_PEEBS_57,2.47e-36,0,MF347638.1,13,82.2,73.0,89,AT10B_S2_NODE_1_length_122269_cov_11.242561_186,17,73,ASR77763.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77762.1,99.978,103329.0,133047.0,114.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,203.0,hypothetical protein SEA_PEEBS_56,1.91e-68,0,MF347638.1,14,87.7,114.0,114,AT10B_S2_NODE_1_length_122269_cov_11.242561_185,1,114,ASR77762.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77761.1,182.988,103329.0,133047.0,207.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,354.0,hypothetical protein SEA_PEEBS_55,2.41e-125,0,MF347638.1,24,88.4,207.0,207,AT10B_S2_NODE_1_length_122269_cov_11.242561_184,1,207,ASR77761.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77760.1,134.064,103329.0,133047.0,168.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,281.0,hypothetical protein SEA_PEEBS_54,1.73e-97,1,MF347638.1,33,79.8,168.0,168,AT10B_S2_NODE_1_length_122269_cov_11.242561_183,1,167,ASR77760.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77759.1,208.032,103329.0,133047.0,264.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,434.0,hypothetical protein SEA_PEEBS_53,3.94e-155,0,MF347638.1,56,78.8,266.0,264,AT10B_S2_NODE_1_length_122269_cov_11.242561_182,1,266,ASR77759.1,3,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77758.1,144.99,103329.0,133047.0,162.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,301.0,hypothetical protein SEA_PEEBS_52,9.18e-106,0,MF347638.1,17,89.5,162.0,162,AT10B_S2_NODE_1_length_122269_cov_11.242561_181,1,162,ASR77758.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77757.1,189.028,103329.0,133047.0,301.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,388.0,hypothetical protein SEA_PEEBS_51,6.929999999999999e-136,3,MF347638.1,100,62.8,290.0,300,AT10B_S2_NODE_1_length_122269_cov_11.242561_180,1,290,ASR77757.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77756.1,100.94700000000002,103329.0,133047.0,133.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,197.0,hypothetical protein SEA_PEEBS_50,9.210000000000001e-66,1,MF347638.1,29,75.9,133.0,130,AT10B_S2_NODE_1_length_122269_cov_11.242561_177,1,133,ASR77756.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77755.1,308.161,103329.0,133047.0,331.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,620.0,major capsid protein,2.25e-226,0,MF347638.1,23,93.1,331.0,331,AT10B_S2_NODE_1_length_122269_cov_11.242561_176,1,331,ASR77755.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77754.1,344.1619999999999,103329.0,133047.0,427.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,590.0,capsid maturation protease,1.26e-211,3,MF347638.1,65,80.6,427.0,409,AT10B_S2_NODE_1_length_122269_cov_11.242561_175,1,427,ASR77754.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77753.1,110.04800000000002,103329.0,133047.0,152.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,235.0,hypothetical protein SEA_PEEBS_47,6.55e-80,1,MF347638.1,38,72.4,154.0,149,AT10B_S2_NODE_1_length_122269_cov_11.242561_174,2,154,ASR77753.1,3,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77752.1,468.98,103329.0,133047.0,524.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,923.0,portal protein,0.0,2,MF347638.1,53,89.5,526.0,522,AT10B_S2_NODE_1_length_122269_cov_11.242561_173,1,524,ASR77752.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77751.1,88.02300000000001,103329.0,133047.0,111.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,193.0,hypothetical protein SEA_PEEBS_45,9.970000000000001e-65,0,MF347638.1,23,79.3,111.0,111,AT10B_S2_NODE_1_length_122269_cov_11.242561_172,1,111,ASR77751.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77750.1,379.9,103329.0,133047.0,580.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,766.0,hypothetical protein SEA_PEEBS_44,4.6600000000000004e-276,3,MF347638.1,196,65.5,578.0,578,AT10B_S2_NODE_1_length_122269_cov_11.242561_171,1,578,ASR77750.1,1,Streptomyces phage Peebs
AT10B_S2_NODE_1_length_122269_cov_11,ASR77749.1,171.108,103329.0,133047.0,291.0,Caudoviricetes,E,,dsDNA,Complete genome,Samistivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Samistivirus peebs,,Boydwoodruffvirinae,,,,,,MF347638,NC_042011,,,Streptomyces phage Peebs,317.0,LysM-like peptidoglycan-binding protein,3.97e-105,5,MF347638.1,102,58.8,474.0,283,AT10B_S2_NODE_1_length_122269_cov_11.242561_170,1,281,ASR77749.1,1,Streptomyces phage Peebs
